# Synthetic demo spectrum: Ag_n+ (n=1..15), Cu_n+ (n=1..4), Ag_nO+, Ag_nO2+, AgCu+, Ag2Cu+, Ag3Cu+, Na+, K+
# Gaussian profile peaks, resolving power 3000, sampling step 0.02 m/z, Gaussian + shot noise
m/z,intensity
1137.60,18.7
1137.62,28.6
1137.64,24.2
1137.66,12.0
1137.68,24.8
1137.70,28.4
1137.72,43.8
1137.74,28.7
1137.76,14.5
1137.78,21.2
1137.80,18.5
1137.82,25.0
1137.84,26.2
1137.86,6.6
1137.88,24.4
1137.90,15.1
1137.92,28.2
1137.94,32.6
1137.96,29.0
1137.98,29.3
1138.00,39.3
1138.02,20.5
1138.04,30.7
1138.06,19.0
1138.08,10.5
1138.10,16.3
1138.12,21.4
1138.14,28.2
1138.16,19.4
1138.18,26.7
1138.20,34.2
1138.22,14.5
1138.24,38.7
1138.26,25.2
1138.28,19.3
1138.30,22.9
1138.32,31.5
1138.34,23.4
1138.36,25.4
1138.38,36.9
1138.40,28.8
1138.42,33.2
1138.44,25.0
1138.46,23.4
1138.48,13.1
1138.50,36.0
1138.52,23.7
1138.54,37.5
1138.56,20.4
1138.58,34.1
1138.60,34.8
1138.62,32.3
1138.64,38.2
1138.66,27.4
1138.68,38.5
1138.70,37.0
1138.72,21.8
1138.74,22.7
1138.76,26.7
1138.78,30.7
1138.80,0.9
1138.82,23.7
1138.84,18.3
1138.86,19.4
1138.88,17.5
1138.90,24.6
1138.92,26.3
1138.94,27.8
1138.96,33.5
1138.98,26.7
1139.00,46.7
1139.02,19.1
1139.04,25.9
1139.06,17.9
1139.08,21.8
1139.10,37.1
1139.12,9.8
1139.14,19.0
1139.16,22.1
1139.18,16.3
1139.20,33.6
1139.22,12.4
1139.24,17.5
1139.26,25.5
1139.28,34.3
1139.30,25.0
1139.32,31.0
1139.34,14.3
1139.36,26.7
1139.38,30.4
1139.40,12.7
1139.42,22.4
1139.44,28.0
1139.46,19.9
1139.48,24.1
1139.50,26.2
1139.52,20.9
1139.54,26.3
1139.56,24.8
1139.58,37.0
1139.60,17.2
1139.62,34.9
1139.64,40.3
1139.66,4.6
1139.68,27.7
1139.70,32.1
1139.72,18.8
1139.74,17.8
1139.76,32.8
1139.78,30.4
1139.80,11.1
1139.82,25.5
1139.84,20.8
1139.86,21.4
1139.88,29.7
1139.90,23.1
1139.92,36.7
1139.94,22.7
1139.96,20.0
1139.98,22.8
1140.00,28.6
1140.02,25.1
1140.04,22.3
1140.06,33.3
1140.08,18.7
1140.10,33.5
1140.12,23.6
1140.14,18.9
1140.16,33.2
1140.18,21.3
1140.20,45.3
1140.22,41.4
1140.24,13.8
1140.26,0.0
1140.28,23.1
1140.30,30.0
1140.32,39.3
1140.34,37.5
1140.36,30.9
1140.38,36.9
1140.40,30.3
1140.42,2.1
1140.44,24.1
1140.46,29.5
1140.48,17.9
1140.50,27.1
1140.52,18.2
1140.54,31.6
1140.56,16.9
1140.58,24.6
1140.60,27.5
1140.62,29.3
1140.64,32.1
1140.66,31.2
1140.68,16.5
1140.70,19.5
1140.72,35.2
1140.74,49.6
1140.76,13.1
1140.78,26.1
1140.80,23.4
1140.82,15.0
1140.84,32.4
1140.86,22.4
1140.88,26.7
1140.90,13.7
1140.92,40.7
1140.94,27.6
1140.96,14.1
1140.98,6.7
1141.00,14.3
1141.02,44.9
1141.04,29.9
1141.06,16.4
1141.08,19.0
1141.10,14.7
1141.12,11.7
1141.14,33.0
1141.16,14.5
1141.18,30.7
1141.20,36.1
1141.22,13.1
1141.24,32.3
1141.26,45.2
1141.28,41.5
1141.30,29.6
1141.32,30.2
1141.34,46.9
1141.36,13.5
1141.38,34.3
1141.40,22.5
1141.42,24.0
1141.44,24.2
1141.46,37.5
1141.48,26.6
1141.50,1.9
1141.52,30.4
1141.54,22.6
1141.56,9.6
1141.58,26.0
1141.60,43.8
1141.62,19.8
1141.64,21.0
1141.66,29.4
1141.68,31.2
1141.70,28.6
1141.72,31.3
1141.74,17.5
1141.76,18.9
1141.78,16.3
1141.80,19.0
1141.82,28.8
1141.84,36.4
1141.86,22.9
1141.88,38.3
1141.90,28.6
1141.92,39.8
1141.94,36.3
1141.96,31.3
1141.98,37.0
1142.00,18.6
1142.02,42.0
1142.04,32.1
1142.06,33.6
1142.08,14.6
1142.10,44.2
1142.12,32.4
1142.14,39.4
1142.16,12.3
1142.18,48.9
1142.20,40.0
1142.22,32.3
1142.24,27.5
1142.26,14.2
1142.28,33.6
1142.30,32.8
1142.32,32.3
1142.34,36.5
1142.36,30.2
1142.38,29.5
1142.40,24.3
1142.42,15.7
1142.44,28.7
1142.46,28.3
1142.48,31.7
1142.50,20.0
1142.52,40.1
1142.54,27.7
1142.56,25.0
1142.58,15.0
1142.60,32.8
1142.62,35.4
1142.64,29.5
1142.66,25.0
1142.68,12.4
1142.70,30.1
1142.72,31.7
1142.74,31.8
1142.76,47.7
1142.78,30.8
1142.80,33.3
1142.82,31.3
1142.84,28.4
1142.86,39.4
1142.88,25.5
1142.90,38.2
1142.92,32.5
1142.94,24.1
1142.96,29.7
1142.98,33.2
1143.00,30.6
1143.02,22.1
1143.04,34.8
1143.06,23.9
1143.08,26.2
1143.10,19.0
1143.12,41.9
1143.14,35.1
1143.16,32.2
1143.18,33.9
1143.20,37.2
1143.22,30.9
1143.24,41.8
1143.26,38.0
1143.28,27.5
1143.30,1.5
1143.32,32.8
1143.34,26.2
1143.36,33.3
1143.38,19.3
1143.40,21.3
1143.42,26.9
1143.44,12.3
1143.46,15.2
1143.48,38.1
1143.50,22.5
1143.52,34.7
1143.54,32.3
1143.56,26.5
1143.58,37.8
1143.60,25.0
1143.62,27.2
1143.64,25.6
1143.66,18.8
1143.68,13.8
1143.70,25.5
1143.72,19.4
1143.74,24.1
1143.76,34.7
1143.78,13.6
1143.80,23.0
1143.82,16.3
1143.84,11.2
1143.86,30.2
1143.88,26.7
1143.90,21.2
1143.92,17.9
1143.94,7.1
1143.96,30.6
1143.98,14.6
1144.00,20.1
1144.02,22.4
1144.04,39.9
1144.06,12.7
1144.08,24.0
1144.10,19.4
1144.12,31.6
1144.14,47.0
1144.16,20.7
1144.18,37.7
1144.20,20.8
1144.22,33.7
1144.24,12.2
1144.26,29.6
1144.28,22.9
1144.30,17.0
1144.32,28.2
1144.34,28.7
1144.36,17.0
1144.38,33.3
1144.40,29.6
1144.42,23.5
1144.44,39.1
1144.46,33.3
1144.48,18.1
1144.50,30.8
1144.52,18.3
1144.54,24.8
1144.56,16.7
1144.58,51.5
1144.60,24.5
1144.62,22.3
1144.64,40.0
1144.66,4.7
1144.68,29.2
1144.70,40.3
1144.72,29.9
1144.74,27.4
1144.76,13.1
1144.78,41.5
1144.80,12.9
1144.82,36.1
1144.84,24.6
1144.86,15.0
1144.88,22.5
1144.90,15.4
1144.92,36.9
1144.94,12.7
1144.96,16.4
1144.98,35.0
1145.00,12.5
1145.02,32.3
1145.04,27.3
1145.06,37.6
1145.08,20.1
1145.10,13.5
1145.12,36.2
1145.14,17.1
1145.16,39.8
1145.18,27.1
1145.20,10.4
1145.22,17.6
1145.24,21.4
1145.26,41.9
1145.28,26.6
1145.30,23.5
1145.32,36.2
1145.34,33.8
1145.36,23.2
1145.38,23.2
1145.40,21.8
1145.42,23.0
1145.44,30.3
1145.46,35.1
1145.48,29.1
1145.50,9.4
1145.52,18.5
1145.54,22.9
1145.56,29.7
1145.58,22.9
1145.60,39.4
1145.62,17.3
1145.64,6.9
1145.66,25.5
1145.68,19.6
1145.70,25.7
1145.72,23.6
1145.74,14.7
1145.76,16.6
1145.78,18.0
1145.80,27.8
1145.82,21.5
1145.84,9.7
1145.86,12.3
1145.88,18.1
1145.90,7.4
1145.92,25.4
1145.94,16.7
1145.96,24.4
1145.98,20.7
1146.00,29.8
1146.02,23.0
1146.04,25.6
1146.06,32.2
1146.08,34.8
1146.10,28.7
1146.12,24.7
1146.14,25.0
1146.16,12.0
1146.18,25.1
1146.20,35.7
1146.22,12.9
1146.24,22.0
1146.26,27.6
1146.28,25.4
1146.30,27.8
1146.32,33.3
1146.34,7.2
1146.36,36.3
1146.38,34.9
1146.40,30.3
1146.42,21.2
1146.44,26.7
1146.46,32.2
1146.48,12.0
1146.50,31.1
1146.52,19.4
1146.54,44.9
1146.56,26.4
1146.58,17.7
1146.60,29.4
1146.62,25.4
1146.64,33.8
1146.66,23.9
1146.68,22.8
1146.70,26.2
1146.72,17.6
1146.74,34.7
1146.76,23.0
1146.78,9.1
1146.80,31.2
1146.82,17.4
1146.84,17.6
1146.86,15.5
1146.88,12.5
1146.90,32.3
1146.92,16.6
1146.94,34.7
1146.96,27.0
1146.98,25.3
1147.00,17.0
1147.02,30.7
1147.04,37.1
1147.06,12.4
1147.08,20.9
1147.10,25.7
1147.12,30.9
1147.14,28.4
1147.16,27.1
1147.18,24.1
1147.20,34.9
1147.22,8.1
1147.24,31.1
1147.26,31.4
1147.28,40.9
1147.30,25.9
1147.32,45.6
1147.34,25.9
1147.36,12.8
1147.38,31.1
1147.40,26.6
1147.42,27.4
1147.44,26.1
1147.46,25.6
1147.48,20.4
1147.50,16.9
1147.52,24.8
1147.54,50.9
1147.56,6.0
1147.58,22.0
1147.60,12.6
1147.62,24.9
1147.64,35.3
1147.66,46.2
1147.68,16.0
1147.70,31.9
1147.72,18.3
1147.74,17.5
1147.76,15.3
1147.78,13.8
1147.80,21.8
1147.82,29.7
1147.84,19.3
1147.86,33.5
1147.88,5.1
1147.90,30.8
1147.92,28.0
1147.94,22.8
1147.96,30.1
1147.98,27.8
1148.00,27.0
1148.02,42.2
1148.04,20.2
1148.06,14.9
1148.08,28.7
1148.10,21.0
1148.12,7.6
1148.14,16.1
1148.16,34.3
1148.18,12.0
1148.20,21.0
1148.22,25.2
1148.24,39.1
1148.26,32.8
1148.28,33.6
1148.30,31.4
1148.32,21.4
1148.34,26.6
1148.36,18.9
1148.38,30.2
1148.40,20.0
1148.42,24.7
1148.44,29.0
1148.46,20.2
1148.48,15.0
1148.50,7.8
1148.52,26.1
1148.54,31.0
1148.56,19.5
1148.58,35.9
1148.60,31.2
1148.62,23.7
1148.64,20.2
1148.66,39.3
1148.68,19.9
1148.70,29.8
1148.72,13.4
1148.74,37.4
1148.76,18.1
1148.78,28.2
1148.80,39.2
1148.82,22.8
1148.84,10.6
1148.86,17.2
1148.88,20.0
1148.90,23.3
1148.92,26.1
1148.94,18.3
1148.96,23.7
1148.98,22.7
1149.00,16.7
1149.02,29.6
1149.04,12.3
1149.06,19.5
1149.08,27.8
1149.10,30.8
1149.12,31.9
1149.14,22.7
1149.16,26.5
1149.18,34.7
1149.20,21.6
1149.22,28.5
1149.24,26.6
1149.26,30.1
1149.28,21.4
1149.30,29.9
1149.32,18.6
1149.34,23.2
1149.36,32.3
1149.38,24.5
1149.40,22.1
1149.42,26.4
1149.44,4.1
1149.46,25.0
1149.48,28.9
1149.50,20.9
1149.52,18.8
1149.54,39.5
1149.56,25.4
1149.58,0.0
1149.60,27.5
1149.62,25.9
1149.64,21.7
1149.66,28.1
1149.68,29.1
1149.70,15.7
1149.72,24.6
1149.74,37.9
1149.76,26.8
1149.78,12.6
1149.80,16.0
1149.82,43.8
1149.84,30.3
1149.86,30.5
1149.88,40.8
1149.90,38.4
1149.92,12.3
1149.94,27.7
1149.96,32.7
1149.98,25.8
1150.00,32.9
1150.02,15.1
1150.04,33.5
1150.06,25.2
1150.08,24.8
1150.10,26.0
1150.12,34.3
1150.14,23.1
1150.16,16.2
1150.18,41.7
1150.20,26.9
1150.22,34.6
1150.24,31.8
1150.26,43.7
1150.28,29.6
1150.30,25.2
1150.32,15.9
1150.34,39.2
1150.36,29.5
1150.38,20.1
1150.40,33.7
1150.42,25.7
1150.44,30.7
1150.46,4.0
1150.48,38.3
1150.50,27.5
1150.52,19.6
1150.54,19.8
1150.56,5.7
1150.58,20.3
1150.60,28.6
1150.62,19.2
1150.64,26.0
1150.66,26.0
1150.68,18.7
1150.70,26.3
1150.72,25.8
1150.74,15.1
1150.76,15.8
1150.78,31.7
1150.80,20.0
1150.82,18.8
1150.84,32.9
1150.86,14.6
1150.88,13.4
1150.90,17.5
1150.92,22.8
1150.94,5.6
1150.96,30.3
1150.98,20.3
1151.00,23.5
1151.02,30.8
1151.04,21.0
1151.06,22.7
1151.08,34.5
1151.10,17.7
1151.12,32.3
1151.14,30.9
1151.16,33.5
1151.18,27.5
1151.20,35.1
1151.22,24.7
1151.24,25.7
1151.26,24.9
1151.28,37.4
1151.30,27.0
1151.32,9.4
1151.34,31.5
1151.36,15.6
1151.38,16.7
1151.40,33.0
1151.42,22.6
1151.44,49.3
1151.46,32.3
1151.48,29.1
1151.50,24.8
1151.52,30.7
1151.54,24.7
1151.56,6.4
1151.58,26.8
1151.60,10.9
1151.62,30.2
1151.64,34.6
1151.66,12.5
1151.68,33.7
1151.70,21.3
1151.72,31.3
1151.74,18.1
1151.76,30.0
1151.78,19.1
1151.80,29.4
1151.82,28.0
1151.84,32.6
1151.86,39.6
1151.88,27.2
1151.90,30.2
1151.92,29.8
1151.94,30.6
1151.96,32.2
1151.98,15.4
1152.00,13.5
1152.02,35.0
1152.04,28.2
1152.06,44.0
1152.08,44.0
1152.10,24.9
1152.12,31.0
1152.14,7.8
1152.16,33.3
1152.18,17.1
1152.20,16.5
1152.22,38.3
1152.24,29.0
1152.26,34.4
1152.28,13.1
1152.30,27.2
1152.32,10.6
1152.34,15.6
1152.36,14.1
1152.38,31.9
1152.40,26.9
1152.42,17.2
1152.44,20.6
1152.46,29.1
1152.48,32.4
1152.50,42.1
1152.52,26.8
1152.54,40.3
1152.56,23.9
1152.58,15.8
1152.60,40.4
1152.62,27.4
1152.64,14.7
1152.66,16.3
1152.68,38.3
1152.70,18.3
1152.72,28.9
1152.74,7.0
1152.76,24.2
1152.78,24.9
1152.80,7.9
1152.82,34.4
1152.84,27.7
1152.86,20.8
1152.88,17.5
1152.90,22.7
1152.92,29.1
1152.94,29.1
1152.96,28.3
1152.98,19.4
1153.00,23.6
1153.02,27.2
1153.04,24.9
1153.06,40.2
1153.08,28.8
1153.10,21.7
1153.12,20.4
1153.14,28.6
1153.16,31.2
1153.18,16.5
1153.20,18.0
1153.22,24.6
1153.24,25.7
1153.26,37.2
1153.28,46.2
1153.30,21.1
1153.32,15.2
1153.34,43.9
1153.36,48.2
1153.38,15.1
1153.40,20.7
1153.42,35.4
1153.44,29.5
1153.46,6.7
1153.48,26.3
1153.50,23.2
1153.52,25.0
1153.54,36.7
1153.56,23.3
1153.58,34.0
1153.60,30.9
1153.62,32.9
1153.64,23.0
1153.66,20.6
1153.68,16.3
1153.70,14.0
1153.72,33.1
1153.74,27.7
1153.76,25.3
1153.78,40.5
1153.80,31.9
1153.82,19.9
1153.84,10.9
1153.86,32.6
1153.88,17.2
1153.90,27.9
1153.92,16.0
1153.94,15.2
1153.96,25.1
1153.98,44.9
1154.00,57.8
1154.02,22.5
1154.04,24.5
1154.06,25.4
1154.08,25.0
1154.10,26.0
1154.12,13.8
1154.14,19.7
1154.16,24.2
1154.18,27.1
1154.20,30.3
1154.22,26.1
1154.24,21.9
1154.26,5.3
1154.28,21.3
1154.30,20.1
1154.32,30.2
1154.34,36.3
1154.36,27.0
1154.38,10.4
1154.40,37.8
1154.42,13.0
1154.44,39.9
1154.46,21.1
1154.48,7.2
1154.50,11.9
1154.52,13.2
1154.54,25.9
1154.56,28.6
1154.58,42.0
1154.60,20.6
1154.62,15.6
1154.64,23.8
1154.66,15.7
1154.68,29.5
1154.70,29.0
1154.72,27.3
1154.74,19.4
1154.76,38.1
1154.78,22.3
1154.80,29.5
1154.82,34.7
1154.84,21.3
1154.86,28.7
1154.88,18.8
1154.90,18.0
1154.92,17.5
1154.94,33.9
1154.96,26.7
1154.98,25.2
1155.00,18.7
1155.02,30.2
1155.04,27.4
1155.06,47.5
1155.08,15.3
1155.10,23.5
1155.12,20.8
1155.14,14.8
1155.16,35.8
1155.18,41.9
1155.20,36.6
1155.22,18.0
1155.24,27.3
1155.26,24.3
1155.28,24.4
1155.30,1.3
1155.32,16.8
1155.34,29.0
1155.36,23.2
1155.38,41.5
1155.40,20.4
1155.42,32.6
1155.44,13.8
1155.46,38.2
1155.48,31.2
1155.50,23.2
1155.52,46.2
1155.54,22.5
1155.56,25.5
1155.58,37.3
1155.60,28.7
1155.62,25.0
1155.64,22.0
1155.66,26.6
1155.68,27.1
1155.70,27.6
1155.72,25.2
1155.74,13.0
1155.76,23.5
1155.78,23.2
1155.80,14.9
1155.82,25.8
1155.84,28.7
1155.86,29.5
1155.88,25.4
1155.90,15.3
1155.92,18.6
1155.94,14.6
1155.96,43.6
1155.98,24.2
1156.00,22.0
1156.02,33.6
1156.04,29.9
1156.06,39.1
1156.08,32.2
1156.10,16.5
1156.12,34.7
1156.14,47.8
1156.16,20.7
1156.18,34.4
1156.20,12.6
1156.22,22.5
1156.24,39.1
1156.26,7.3
1156.28,30.9
1156.30,32.5
1156.32,18.1
1156.34,17.5
1156.36,22.3
1156.38,41.7
1156.40,19.8
1156.42,30.5
1156.44,34.2
1156.46,27.5
1156.48,22.1
1156.50,37.2
1156.52,28.6
1156.54,35.8
1156.56,31.5
1156.58,30.2
1156.60,22.4
1156.62,15.2
1156.64,25.2
1156.66,23.8
1156.68,37.7
1156.70,30.2
1156.72,29.8
1156.74,12.6
1156.76,32.2
1156.78,15.9
1156.80,12.2
1156.82,25.5
1156.84,28.1
1156.86,48.0
1156.88,19.0
1156.90,15.0
1156.92,30.8
1156.94,27.7
1156.96,24.4
1156.98,28.5
1157.00,24.3
1157.02,24.9
1157.04,27.8
1157.06,45.9
1157.08,23.1
1157.10,27.6
1157.12,41.8
1157.14,26.7
1157.16,21.7
1157.18,19.2
1157.20,43.2
1157.22,28.5
1157.24,18.9
1157.26,24.5
1157.28,35.1
1157.30,36.3
1157.32,29.9
1157.34,23.6
1157.36,30.4
1157.38,28.8
1157.40,40.0
1157.42,22.5
1157.44,39.7
1157.46,29.2
1157.48,29.8
1157.50,29.4
1157.52,25.1
1157.54,11.0
1157.56,24.1
1157.58,30.4
1157.60,36.0
1157.62,27.3
1157.64,35.7
1157.66,25.9
1157.68,24.5
1157.70,35.3
1157.72,45.3
1157.74,29.1
1157.76,44.6
1157.78,22.2
1157.80,33.8
1157.82,39.5
1157.84,21.6
1157.86,28.1
1157.88,12.3
1157.90,28.3
1157.92,29.9
1157.94,21.1
1157.96,30.4
1157.98,25.2
1158.00,29.1
1158.02,24.8
1158.04,5.4
1158.06,30.4
1158.08,39.2
1158.10,34.1
1158.12,22.7
1158.14,32.7
1158.16,26.2
1158.18,13.5
1158.20,17.9
1158.22,20.2
1158.24,7.3
1158.26,36.6
1158.28,35.1
1158.30,25.7
1158.32,36.8
1158.34,35.8
1158.36,14.1
1158.38,32.6
1158.40,14.6
1158.42,38.0
1158.44,20.1
1158.46,27.1
1158.48,35.3
1158.50,27.3
1158.52,25.5
1158.54,13.6
1158.56,22.8
1158.58,23.3
1158.60,10.7
1158.62,24.8
1158.64,26.4
1158.66,50.3
1158.68,22.2
1158.70,22.4
1158.72,35.1
1158.74,32.8
1158.76,21.7
1158.78,30.1
1158.80,46.0
1158.82,35.6
1158.84,20.5
1158.86,44.5
1158.88,23.0
1158.90,33.3
1158.92,27.0
1158.94,42.0
1158.96,15.8
1158.98,24.1
1159.00,21.2
1159.02,22.1
1159.04,17.3
1159.06,32.0
1159.08,5.9
1159.10,26.8
1159.12,24.7
1159.14,15.1
1159.16,12.2
1159.18,24.5
1159.20,33.7
1159.22,9.2
1159.24,21.5
1159.26,28.9
1159.28,29.6
1159.30,27.5
1159.32,29.7
1159.34,16.1
1159.36,33.3
1159.38,19.3
1159.40,30.3
1159.42,23.4
1159.44,18.9
1159.46,31.0
1159.48,29.4
1159.50,23.1
1159.52,14.2
1159.54,16.5
1159.56,28.7
1159.58,34.0
1159.60,21.3
1159.62,15.8
1159.64,21.8
1159.66,28.1
1159.68,12.4
1159.70,25.1
1159.72,24.8
1159.74,27.4
1159.76,27.9
1159.78,25.8
1159.80,19.1
1159.82,18.3
1159.84,29.3
1159.86,12.3
1159.88,23.7
1159.90,34.1
1159.92,20.3
1159.94,31.4
1159.96,25.5
1159.98,16.9
1160.00,16.6
1160.02,16.8
1160.04,22.3
1160.06,15.9
1160.08,19.7
1160.10,12.1
1160.12,35.8
1160.14,35.2
1160.16,18.6
1160.18,23.3
1160.20,20.6
1160.22,36.7
1160.24,26.3
1160.26,27.2
1160.28,13.4
1160.30,24.8
1160.32,20.2
1160.34,33.2
1160.36,31.6
1160.38,42.4
1160.40,23.0
1160.42,31.4
1160.44,21.3
1160.46,9.7
1160.48,34.2
1160.50,27.4
1160.52,24.4
1160.54,37.8
1160.56,35.4
1160.58,27.2
1160.60,32.1
1160.62,24.8
1160.64,25.6
1160.66,15.5
1160.68,25.0
1160.70,26.1
1160.72,17.5
1160.74,31.8
1160.76,20.6
1160.78,22.3
1160.80,17.2
1160.82,16.5
1160.84,30.5
1160.86,19.8
1160.88,19.6
1160.90,33.8
1160.92,23.6
1160.94,33.9
1160.96,17.1
1160.98,17.3
1161.00,30.6
1161.02,32.4
1161.04,35.0
1161.06,24.3
1161.08,23.3
1161.10,33.2
1161.12,28.8
1161.14,36.2
1161.16,27.6
1161.18,20.1
1161.20,24.1
1161.22,29.5
1161.24,33.3
1161.26,37.6
1161.28,29.4
1161.30,34.0
1161.32,29.8
1161.34,35.9
1161.36,18.2
1161.38,18.7
1161.40,13.7
1161.42,30.4
1161.44,22.0
1161.46,15.7
1161.48,18.4
1161.50,48.5
1161.52,21.3
1161.54,27.1
1161.56,27.6
1161.58,22.9
1161.60,21.7
1161.62,25.3
1161.64,34.6
1161.66,20.2
1161.68,25.4
1161.70,26.0
1161.72,24.0
1161.74,21.1
1161.76,41.6
1161.78,30.9
1161.80,34.7
1161.82,25.4
1161.84,12.4
1161.86,38.1
1161.88,22.9
1161.90,12.4
1161.92,26.6
1161.94,18.1
1161.96,26.0
1161.98,11.5
1162.00,24.3
1162.02,12.6
1162.04,16.8
1162.06,18.2
1162.08,39.1
1162.10,19.7
1162.12,31.7
1162.14,44.6
1162.16,5.6
1162.18,24.4
1162.20,29.7
1162.22,17.4
1162.24,37.7
1162.26,34.3
1162.28,15.7
1162.30,34.0
1162.32,33.4
1162.34,30.4
1162.36,20.6
1162.38,5.7
1162.40,18.5
1162.42,48.3
1162.44,17.3
1162.46,31.1
1162.48,38.2
1162.50,30.7
1162.52,33.6
1162.54,41.8
1162.56,27.8
1162.58,5.8
1162.60,32.7
1162.62,26.4
1162.64,17.8
1162.66,23.3
1162.68,26.1
1162.70,25.6
1162.72,25.8
1162.74,22.3
1162.76,20.1
1162.78,43.5
1162.80,18.4
1162.82,20.5
1162.84,23.6
1162.86,14.1
1162.88,16.0
1162.90,32.6
1162.92,15.0
1162.94,27.2
1162.96,29.9
1162.98,12.9
1163.00,28.4
1163.02,29.5
1163.04,18.5
1163.06,25.9
1163.08,24.3
1163.10,5.7
1163.12,14.0
1163.14,16.4
1163.16,46.6
1163.18,19.9
1163.20,18.8
1163.22,34.1
1163.24,22.1
1163.26,30.5
1163.28,22.7
1163.30,27.9
1163.32,31.8
1163.34,29.5
1163.36,18.6
1163.38,22.7
1163.40,35.5
1163.42,9.0
1163.44,22.9
1163.46,23.9
1163.48,32.6
1163.50,33.6
1163.52,34.5
1163.54,26.1
1163.56,7.6
1163.58,27.4
1163.60,27.0
1163.62,30.1
1163.64,43.2
1163.66,30.0
1163.68,34.6
1163.70,30.4
1163.72,11.6
1163.74,24.1
1163.76,30.6
1163.78,26.3
1163.80,13.6
1163.82,26.8
1163.84,5.6
1163.86,26.2
1163.88,34.8
1163.90,15.7
1163.92,22.9
1163.94,35.2
1163.96,44.7
1163.98,25.5
1164.00,24.9
1164.02,27.5
1164.04,29.1
1164.06,27.4
1164.08,22.2
1164.10,24.9
1164.12,24.5
1164.14,23.0
1164.16,9.6
1164.18,17.3
1164.20,17.7
1164.22,27.3
1164.24,11.3
1164.26,16.6
1164.28,11.5
1164.30,23.6
1164.32,37.1
1164.34,18.4
1164.36,17.5
1164.38,19.1
1164.40,24.1
1164.42,17.4
1164.44,13.3
1164.46,26.5
1164.48,32.4
1164.50,21.2
1164.52,14.3
1164.54,25.3
1164.56,20.2
1164.58,17.6
1164.60,27.5
1164.62,21.0
1164.64,10.4
1164.66,28.0
1164.68,39.1
1164.70,23.2
1164.72,21.6
1164.74,33.0
1164.76,27.3
1164.78,35.1
1164.80,39.6
1164.82,36.8
1164.84,12.2
1164.86,20.9
1164.88,24.3
1164.90,29.2
1164.92,21.1
1164.94,36.4
1164.96,15.3
1164.98,34.4
1165.00,7.7
1165.02,29.9
1165.04,15.5
1165.06,29.9
1165.08,22.4
1165.10,50.2
1165.12,34.4
1165.14,38.1
1165.16,30.4
1165.18,15.9
1165.20,32.6
1165.22,32.6
1165.24,19.3
1165.26,26.3
1165.28,27.3
1165.30,42.5
1165.32,15.0
1165.34,27.7
1165.36,18.4
1165.38,27.7
1165.40,16.3
1165.42,37.6
1165.44,28.4
1165.46,24.9
1165.48,15.5
1165.50,20.3
1165.52,12.1
1165.54,26.0
1165.56,28.9
1165.58,21.5
1165.60,16.7
1165.62,34.7
1165.64,22.4
1165.66,19.3
1165.68,34.2
1165.70,13.9
1165.72,33.3
1165.74,29.9
1165.76,23.5
1165.78,22.8
1165.80,39.5
1165.82,39.2
1165.84,17.8
1165.86,41.9
1165.88,21.9
1165.90,23.0
1165.92,42.4
1165.94,24.1
1165.96,7.6
1165.98,7.4
1166.00,45.5
1166.02,41.1
1166.04,28.9
1166.06,24.6
1166.08,17.3
1166.10,27.8
1166.12,17.3
1166.14,26.2
1166.16,24.4
1166.18,20.8
1166.20,18.1
1166.22,37.9
1166.24,15.8
1166.26,20.3
1166.28,38.9
1166.30,22.3
1166.32,30.2
1166.34,22.7
1166.36,17.3
1166.38,27.7
1166.40,16.4
1166.42,13.1
1166.44,42.6
1166.46,9.4
1166.48,36.9
1166.50,6.8
1166.52,29.1
1166.54,21.3
1166.56,34.4
1166.58,34.6
1166.60,31.3
1166.62,25.3
1166.64,23.8
1166.66,15.6
1166.68,10.5
1166.70,27.0
1166.72,10.2
1166.74,3.3
1166.76,38.6
1166.78,7.9
1166.80,36.3
1166.82,5.4
1166.84,20.4
1166.86,42.0
1166.88,28.4
1166.90,26.0
1166.92,5.5
1166.94,16.4
1166.96,37.7
1166.98,27.6
1167.00,22.1
1167.02,19.8
1167.04,27.7
1167.06,40.1
1167.08,27.3
1167.10,24.1
1167.12,19.2
1167.14,15.9
1167.16,8.3
1167.18,20.1
1167.20,20.9
1167.22,19.7
1167.24,29.7
1167.26,20.6
1167.28,17.1
1167.30,42.3
1167.32,28.0
1167.34,29.6
1167.36,28.7
1167.38,15.3
1167.40,16.7
1167.42,35.1
1167.44,35.3
1167.46,30.4
1167.48,41.4
1167.50,18.5
1167.52,32.3
1167.54,32.5
1167.56,21.5
1167.58,20.2
1167.60,15.2
1167.62,20.8
1167.64,19.8
1167.66,9.0
1167.68,23.2
1167.70,20.2
1167.72,33.2
1167.74,31.2
1167.76,19.9
1167.78,25.1
1167.80,27.1
1167.82,23.1
1167.84,16.3
1167.86,25.2
1167.88,29.7
1167.90,27.2
1167.92,26.5
1167.94,17.0
1167.96,27.3
1167.98,26.1
1168.00,17.9
1168.02,18.4
1168.04,33.9
1168.06,26.9
1168.08,20.5
1168.10,31.3
1168.12,25.9
1168.14,31.0
1168.16,19.8
1168.18,16.9
1168.20,26.5
1168.22,21.9
1168.24,11.3
1168.26,18.0
1168.28,22.4
1168.30,32.5
1168.32,22.3
1168.34,30.2
1168.36,18.0
